county,precinct,office,district,party,candidate,votes,election_day,absentee/mail-in,provisional
Cambria,Franklin Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Gallitzin Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,188,137,51,0
Cambria,Gallitzin Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,565,506,59,0
Cambria,Gallitzin Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Gallitzin Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,134,95,38,1
Cambria,Gallitzin Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,647,557,90,0
Cambria,Gallitzin Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,2,1,1,0
Cambria,Geistown Borough No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,171,111,60,0
Cambria,Geistown Borough No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,388,333,55,0
Cambria,Geistown Borough No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Geistown Borough No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,257,144,112,1
Cambria,Geistown Borough No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,622,523,98,1
Cambria,Geistown Borough No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Hastings Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,170,126,43,1
Cambria,Hastings Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,440,376,62,2
Cambria,Hastings Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Jackson Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,110,62,48,0
Cambria,Jackson Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,394,346,48,0
Cambria,Jackson Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Jackson Township - Vinco,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,250,146,103,1
Cambria,Jackson Township - Vinco,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,749,615,134,0
Cambria,Jackson Township - Vinco,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,2,2,0,0
Cambria,Jackson Township No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,196,103,93,0
Cambria,Jackson Township No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,804,663,141,0
Cambria,Jackson Township No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,3,3,0,0
Cambria,Lilly Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,38,32,6,0
Cambria,Lilly Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,132,124,8,0
Cambria,Lilly Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,LILLY BOROUGH 2ND WARD,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,84,55,29,0
Cambria,LILLY BOROUGH 2ND WARD,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,235,196,39,0
Cambria,LILLY BOROUGH 2ND WARD,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,0,1,0
Cambria,Lorain Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,96,62,34,0
Cambria,Lorain Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,199,170,29,0
Cambria,Lorain Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Loretto Borough.,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,53,39,13,1
Cambria,Loretto Borough.,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,122,100,22,0
Cambria,Loretto Borough.,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Lower Yoder Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,240,147,93,0
Cambria,Lower Yoder Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,474,383,87,4
Cambria,Lower Yoder Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Lower Yoder Township No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,241,126,115,0
Cambria,Lower Yoder Township No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,480,377,103,0
Cambria,Lower Yoder Township No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Middle Taylor Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,118,84,34,0
Cambria,Middle Taylor Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,315,255,59,1
Cambria,Middle Taylor Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,2,2,0,0
Cambria,Munster Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,58,36,22,0
Cambria,Munster Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,348,300,48,0
Cambria,Munster Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Nanty Glo Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,135,86,49,0
Cambria,Nanty Glo Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,383,338,45,0
Cambria,Nanty Glo Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Nanty Glo Borough - 2nd Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,214,130,84,0
Cambria,Nanty Glo Borough - 2nd Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,454,393,61,0
Cambria,Nanty Glo Borough - 2nd Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,0,1,0
Cambria,Northern Cambria North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,137,85,52,0
Cambria,Northern Cambria North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,488,435,53,0
Cambria,Northern Cambria North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,4,3,1,0
Cambria,Northern Cambria Center,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,121,81,40,0
Cambria,Northern Cambria Center,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,487,416,71,0
Cambria,Northern Cambria Center,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Northern Cambria South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,154,112,42,0
Cambria,Northern Cambria South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,320,276,44,0
Cambria,Northern Cambria South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,2,2,0,0
Cambria,Patton Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,139,88,51,0
Cambria,Patton Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,315,272,43,0
Cambria,Patton Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Patton Borough - 2nd Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,144,99,44,1
Cambria,Patton Borough - 2nd Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,316,275,41,0
Cambria,Patton Borough - 2nd Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,3,3,0,0
Cambria,Portage Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,98,66,32,0
Cambria,Portage Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,194,166,28,0
Cambria,Portage Borough - 1st Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,PORTAGE BOROUGH 2ND WARD,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,114,68,46,0
Cambria,PORTAGE BOROUGH 2ND WARD,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,314,282,32,0
Cambria,PORTAGE BOROUGH 2ND WARD,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,2,1,1,0
Cambria,Portage Borough - 3rd Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,100,67,33,0
Cambria,Portage Borough - 3rd Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,276,245,31,0
Cambria,Portage Borough - 3rd Ward,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Portage Township - Center,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,240,153,87,0
Cambria,Portage Township - Center,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,712,612,100,0
Cambria,Portage Township - Center,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,0,1,0
Cambria,Portage Township - Southwest,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,284,142,142,0
Cambria,Portage Township - Southwest,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,737,582,155,0
Cambria,Portage Township - Southwest,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,4,0,4,0
Cambria,Reade Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,128,85,43,0
Cambria,Reade Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,601,542,59,0
Cambria,Reade Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Richland Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,217,146,71,0
Cambria,Richland Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,599,501,98,0
Cambria,Richland Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,3,2,1,0
Cambria,Richland Township No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,292,191,101,0
Cambria,Richland Township No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,692,565,126,1
Cambria,Richland Township No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Richland Township No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,138,83,55,0
Cambria,Richland Township No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,488,419,67,2
Cambria,Richland Township No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Richland Township No. 4,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,242,146,96,0
Cambria,Richland Township No. 4,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,504,395,109,0
Cambria,Richland Township No. 4,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,0,1,0
Cambria,Richland Township No. 5,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,187,121,66,0
Cambria,Richland Township No. 5,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,549,442,106,1
Cambria,Richland Township No. 5,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,3,3,0,0
Cambria,Richland Township No. 6,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,233,169,64,0
Cambria,Richland Township No. 6,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,497,426,71,0
Cambria,Richland Township No. 6,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Richland Township No. 7,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,237,136,101,0
Cambria,Richland Township No. 7,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,685,534,151,0
Cambria,Richland Township No. 7,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Richland Township No. 8,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,165,92,73,0
Cambria,Richland Township No. 8,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,380,300,80,0
Cambria,Richland Township No. 8,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Richland Township No. 9,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,220,136,84,0
Cambria,Richland Township No. 9,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,445,337,108,0
Cambria,Richland Township No. 9,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Sankertown Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,73,60,13,0
Cambria,Sankertown Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,240,218,22,0
Cambria,Sankertown Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Scalp Level Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,98,68,30,0
Cambria,Scalp Level Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,236,206,30,0
Cambria,Scalp Level Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,South Fork Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,127,93,34,0
Cambria,South Fork Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,316,274,42,0
Cambria,South Fork Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Southmont Borough No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,349,219,130,0
Cambria,Southmont Borough No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,526,429,97,0
Cambria,Southmont Borough No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,4,4,0,0
Cambria,Southmont Borough No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,142,99,43,0
Cambria,Southmont Borough No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,216,192,24,0
Cambria,Southmont Borough No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Stonycreek Township - Ward 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,152,103,49,0
Cambria,Stonycreek Township - Ward 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,274,236,37,1
Cambria,Stonycreek Township - Ward 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,2,2,0,0
Cambria,Stonycreek Township - Ward 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,74,58,16,0
Cambria,Stonycreek Township - Ward 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,147,133,14,0
Cambria,Stonycreek Township - Ward 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Stonycreek Township - Ward 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,150,89,61,0
Cambria,Stonycreek Township - Ward 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,252,199,53,0
Cambria,Stonycreek Township - Ward 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Stonycreek Township - Ward 4,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,159,103,55,1
Cambria,Stonycreek Township - Ward 4,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,333,284,49,0
Cambria,Stonycreek Township - Ward 4,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Summerhill Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,79,62,17,0
Cambria,Summerhill Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,208,182,26,0
Cambria,Summerhill Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Summerhill Township - North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,133,82,50,1
Cambria,Summerhill Township - North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,507,456,51,0
Cambria,Summerhill Township - North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,2,2,0,0
Cambria,Summerhill Township - South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,137,97,40,0
Cambria,Summerhill Township - South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,485,440,45,0
Cambria,Summerhill Township - South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Susquehanna Township - North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,119,72,47,0
Cambria,Susquehanna Township - North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,527,460,67,0
Cambria,Susquehanna Township - North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Susquehanna Township - South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,105,61,44,0
Cambria,Susquehanna Township - South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,300,274,26,0
Cambria,Susquehanna Township - South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Tunnelhill Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,19,13,6,0
Cambria,Tunnelhill Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,105,86,19,0
Cambria,Tunnelhill Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Upper Yoder Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,277,167,110,0
Cambria,Upper Yoder Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,714,564,150,0
Cambria,Upper Yoder Township No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Upper Yoder Township No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,198,128,70,0
Cambria,Upper Yoder Township No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,347,300,47,0
Cambria,Upper Yoder Township No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Upper Yoder Township No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,213,134,79,0
Cambria,Upper Yoder Township No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,411,327,84,0
Cambria,Upper Yoder Township No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,2,1,1,0
Cambria,Upper Yoder Township No. 4,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,237,135,102,0
Cambria,Upper Yoder Township No. 4,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,413,359,54,0
Cambria,Upper Yoder Township No. 4,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,2,2,0,0
Cambria,Vintondale Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,42,26,16,0
Cambria,Vintondale Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,170,157,13,0
Cambria,Vintondale Borough,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,0,1,0
Cambria,Washington Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,116,80,36,0
Cambria,Washington Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,427,358,69,0
Cambria,Washington Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,West Carroll Township - North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,69,53,16,0
Cambria,West Carroll Township - North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,257,227,30,0
Cambria,West Carroll Township - North,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,1,0,0
Cambria,West Carroll Township - South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,99,70,29,0
Cambria,West Carroll Township - South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,242,217,25,0
Cambria,West Carroll Township - South,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Westmont Borough No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,359,229,130,0
Cambria,Westmont Borough No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,556,458,98,0
Cambria,Westmont Borough No. 1,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,2,2,0,0
Cambria,Westmont Borough No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,438,254,183,1
Cambria,Westmont Borough No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,738,563,175,0
Cambria,Westmont Borough No. 2,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,0,1,0
Cambria,Westmont Borough No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,422,278,144,0
Cambria,Westmont Borough No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,JOHN JOYCE,730,596,134,0
Cambria,Westmont Borough No. 3,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,Write-in,1,0,1,0
Cambria,West Taylor Township,REPRESENTATIVE IN CONGRESS 13TH DISTRICT ( 1),NA,NA,BETH FARNHAM,98,70,28,0
