ElectionDate,OfficeCode(text),DistrictCode(Text),StatusCode,CountyCode,county,precinct,zoffice1,office,district,PartyOrder,PartyDescription,party,CandidateID,candidate,CandidateFirstName,CandidateMiddleName,CandidateFormerName,votes,WriteIn(W)/Uncommitted(Z),Recount(*),Nomindated(N)/Elected(E)
11/5/2024,14,0,0,31,HOUGHTON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,9049,,,
11/5/2024,14,0,0,31,HOUGHTON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,6188,,,
11/5/2024,14,0,0,32,HURON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,164,,,
11/5/2024,14,0,0,32,HURON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,220,,,
11/5/2024,14,0,0,32,HURON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,257,,,
11/5/2024,14,0,0,32,HURON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,227,,,
11/5/2024,14,0,0,32,HURON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,666,,,
11/5/2024,14,0,0,32,HURON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,11425,,,
11/5/2024,14,0,0,32,HURON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,4526,,,
11/5/2024,14,0,0,32,HURON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,11160,,,
11/5/2024,14,0,0,32,HURON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,4159,,,
11/5/2024,14,0,0,33,INGHAM,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,2720,,,
11/5/2024,14,0,0,33,INGHAM,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,1844,,,
11/5/2024,14,0,0,33,INGHAM,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,1734,,,
11/5/2024,14,0,0,33,INGHAM,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,2839,,,
11/5/2024,14,0,0,33,INGHAM,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,5611,,,
11/5/2024,14,0,0,33,INGHAM,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,44222,,,
11/5/2024,14,0,0,33,INGHAM,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,78776,,,
11/5/2024,14,0,0,33,INGHAM,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,43016,,,
11/5/2024,14,0,0,33,INGHAM,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,80027,,,
11/5/2024,14,0,0,34,IONIA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,312,,,
11/5/2024,14,0,0,34,IONIA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,454,,,
11/5/2024,14,0,0,34,IONIA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,602,,,
11/5/2024,14,0,0,34,IONIA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,626,,,
11/5/2024,14,0,0,34,IONIA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,1316,,,
11/5/2024,14,0,0,34,IONIA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,19104,,,
11/5/2024,14,0,0,34,IONIA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,9114,,,
11/5/2024,14,0,0,34,IONIA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,18817,,,
11/5/2024,14,0,0,34,IONIA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,8721,,,
11/5/2024,14,0,0,35,IOSCO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,112,,,
11/5/2024,14,0,0,35,IOSCO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,207,,,
11/5/2024,14,0,0,35,IOSCO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,225,,,
11/5/2024,14,0,0,35,IOSCO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,210,,,
11/5/2024,14,0,0,35,IOSCO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,577,,,
11/5/2024,14,0,0,35,IOSCO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,8673,,,
11/5/2024,14,0,0,35,IOSCO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,4462,,,
11/5/2024,14,0,0,35,IOSCO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,8491,,,
11/5/2024,14,0,0,35,IOSCO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,4235,,,
11/5/2024,14,0,0,36,IRON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,62,,,
11/5/2024,14,0,0,36,IRON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,118,,,
11/5/2024,14,0,0,36,IRON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,122,,,
11/5/2024,14,0,0,36,IRON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,104,,,
11/5/2024,14,0,0,36,IRON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,305,,,
11/5/2024,14,0,0,36,IRON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,3665,,,
11/5/2024,14,0,0,36,IRON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,2006,,,
11/5/2024,14,0,0,36,IRON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,3546,,,
11/5/2024,14,0,0,36,IRON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,1936,,,
11/5/2024,14,0,0,37,ISABELLA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,362,,,
11/5/2024,14,0,0,37,ISABELLA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,422,,,
11/5/2024,14,0,0,37,ISABELLA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,484,,,
11/5/2024,14,0,0,37,ISABELLA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,490,,,
11/5/2024,14,0,0,37,ISABELLA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,1233,,,
11/5/2024,14,0,0,37,ISABELLA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,13672,,,
11/5/2024,14,0,0,37,ISABELLA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,11273,,,
11/5/2024,14,0,0,37,ISABELLA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,13457,,,
11/5/2024,14,0,0,37,ISABELLA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,11045,,,
11/5/2024,14,0,0,38,JACKSON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,819,,,
11/5/2024,14,0,0,38,JACKSON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,1162,,,
11/5/2024,14,0,0,38,JACKSON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,1343,,,
11/5/2024,14,0,0,38,JACKSON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,1487,,,
11/5/2024,14,0,0,38,JACKSON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,3115,,,
11/5/2024,14,0,0,38,JACKSON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,42099,,,
11/5/2024,14,0,0,38,JACKSON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,25691,,,
11/5/2024,14,0,0,38,JACKSON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,41531,,,
11/5/2024,14,0,0,38,JACKSON,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,24982,,,
11/5/2024,14,0,0,39,KALAMAZOO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,2038,,,
11/5/2024,14,0,0,39,KALAMAZOO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,1734,,,
11/5/2024,14,0,0,39,KALAMAZOO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,1858,,,
11/5/2024,14,0,0,39,KALAMAZOO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,2641,,,
11/5/2024,14,0,0,39,KALAMAZOO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,5387,,,
11/5/2024,14,0,0,39,KALAMAZOO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,49454,,,
11/5/2024,14,0,0,39,KALAMAZOO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,64774,,,
11/5/2024,14,0,0,39,KALAMAZOO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,48413,,,
11/5/2024,14,0,0,39,KALAMAZOO,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,66118,,,
11/5/2024,14,0,0,40,KALKASKA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,116,,,
11/5/2024,14,0,0,40,KALKASKA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,174,,,
11/5/2024,14,0,0,40,KALKASKA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,194,,,
11/5/2024,14,0,0,40,KALKASKA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,229,,,
11/5/2024,14,0,0,40,KALKASKA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,479,,,
11/5/2024,14,0,0,40,KALKASKA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,6886,,,
11/5/2024,14,0,0,40,KALKASKA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,2534,,,
11/5/2024,14,0,0,40,KALKASKA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,6710,,,
11/5/2024,14,0,0,40,KALKASKA,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,2500,,,
11/5/2024,14,0,0,41,KENT,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,4406,,,
11/5/2024,14,0,0,41,KENT,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,3800,,,
11/5/2024,14,0,0,41,KENT,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,4025,,,
11/5/2024,14,0,0,41,KENT,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,7014,,,
11/5/2024,14,0,0,41,KENT,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,10365,,,
11/5/2024,14,0,0,41,KENT,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,154468,,,
11/5/2024,14,0,0,41,KENT,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,149250,,,
11/5/2024,14,0,0,41,KENT,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,150466,,,
11/5/2024,14,0,0,41,KENT,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,152690,,,
11/5/2024,14,0,0,42,KEWEENAW,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,28,,,
11/5/2024,14,0,0,42,KEWEENAW,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,23,,,
11/5/2024,14,0,0,42,KEWEENAW,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,24,,,
11/5/2024,14,0,0,42,KEWEENAW,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,35,,,
11/5/2024,14,0,0,42,KEWEENAW,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,56,,,
11/5/2024,14,0,0,42,KEWEENAW,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,775,,,
11/5/2024,14,0,0,42,KEWEENAW,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,518,,,
11/5/2024,14,0,0,42,KEWEENAW,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,732,,,
11/5/2024,14,0,0,42,KEWEENAW,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,519,,,
11/5/2024,14,0,0,43,LAKE,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,57,,,
11/5/2024,14,0,0,43,LAKE,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,109,,,
11/5/2024,14,0,0,43,LAKE,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,120,,,
11/5/2024,14,0,0,43,LAKE,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,107,,,
11/5/2024,14,0,0,43,LAKE,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,466419,ROEHRIG,SUZANNE,,,254,,,
11/5/2024,14,0,0,43,LAKE,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466890,BUSUITO,MICHAEL,,,3775,,,
11/5/2024,14,0,0,43,LAKE,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466891,GAFFNEY,MARK,T.,,1869,,,
11/5/2024,14,0,0,43,LAKE,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466900,REDDY,SUNNY,,,3653,,,
11/5/2024,14,0,0,43,LAKE,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466901,DEMASHKIEH,RASHA,,,1797,,,
11/5/2024,14,0,0,44,LAPEER,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,5,GREEN,,64803,MAKHOUL,SAMI,,,379,,,
11/5/2024,14,0,0,44,LAPEER,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,7,NATURAL LAW,,433977,OAKFORD,KATHLEEN,,,686,,,
11/5/2024,14,0,0,44,LAPEER,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434749,MOHR II,WILLIAM,,,788,,,
11/5/2024,14,0,0,44,LAPEER,ALL,GOVERNOR OF WAYNE STATE UNIVERSITY 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,466414,ISHAC,FARID,,,855,,,
