county,precinct,candidate,votes,voteType,party,office
St. Joseph,"City of Sturgis, Precinct 1",Write-in,22,Total,,Circuit Court
St. Joseph,"City of Sturgis, Precinct 2",Write-in,23,Total,,Circuit Court
St. Joseph,"City of Sturgis, Precinct 3",Write-in,27,Total,,Circuit Court
St. Joseph,"City of Sturgis, Precinct 4",Write-in,19,Total,,Circuit Court
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,41,Total,,Circuit Court
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,53,Total,,Circuit Court
St. Joseph,ALL,Kevin M. Kane,12157,Total,,Probate Court
St. Joseph,"Burr Oak Township, Precinct 1",Kevin M. Kane,682,Total,,Probate Court
St. Joseph,"Colon Township, Precinct 1",Kevin M. Kane,806,Total,,Probate Court
St. Joseph,"Constantine Township, Precinct 1",Kevin M. Kane,441,Total,,Probate Court
St. Joseph,"Constantine Township, Precinct 2",Kevin M. Kane,275,Total,,Probate Court
St. Joseph,"Fabius Township, Precinct 1",Kevin M. Kane,822,Total,,Probate Court
St. Joseph,"Fawn River Township, Precinct 1",Kevin M. Kane,315,Total,,Probate Court
St. Joseph,"Florence Township, Precinct 1",Kevin M. Kane,292,Total,,Probate Court
St. Joseph,"Flowerfield Township, Precinct 1",Kevin M. Kane,320,Total,,Probate Court
St. Joseph,"Leonidas Township, Precinct 1",Kevin M. Kane,262,Total,,Probate Court
St. Joseph,"Lockport Township, Precinct 1",Kevin M. Kane,915,Total,,Probate Court
St. Joseph,"Mendon Township, Precinct 1",Kevin M. Kane,658,Total,,Probate Court
St. Joseph,"Mottville Township, Precinct 1",Kevin M. Kane,226,Total,,Probate Court
St. Joseph,"Nottawa Township, Precinct 1",Kevin M. Kane,1002,Total,,Probate Court
St. Joseph,"Park Township, Precinct 1",Kevin M. Kane,556,Total,,Probate Court
St. Joseph,"Sherman Township, Precinct 1",Kevin M. Kane,928,Total,,Probate Court
St. Joseph,"Sturgis Township, Precinct 1",Kevin M. Kane,352,Total,,Probate Court
St. Joseph,"White Pigeon Township, Precinct 1",Kevin M. Kane,797,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 1",Kevin M. Kane,515,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 2",Kevin M. Kane,249,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 3",Kevin M. Kane,250,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 4",Kevin M. Kane,384,Total,,Probate Court
St. Joseph,"City of Three Rivers, Precinct 1",Kevin M. Kane,560,Total,,Probate Court
St. Joseph,"City of Three Rivers, Precinct 2",Kevin M. Kane,550,Total,,Probate Court
St. Joseph,ALL,Kelly Ward,10503,Total,,Probate Court
St. Joseph,"Burr Oak Township, Precinct 1",Kelly Ward,343,Total,,Probate Court
St. Joseph,"Colon Township, Precinct 1",Kelly Ward,488,Total,,Probate Court
St. Joseph,"Constantine Township, Precinct 1",Kelly Ward,439,Total,,Probate Court
St. Joseph,"Constantine Township, Precinct 2",Kelly Ward,320,Total,,Probate Court
St. Joseph,"Fabius Township, Precinct 1",Kelly Ward,788,Total,,Probate Court
St. Joseph,"Fawn River Township, Precinct 1",Kelly Ward,305,Total,,Probate Court
St. Joseph,"Florence Township, Precinct 1",Kelly Ward,215,Total,,Probate Court
St. Joseph,"Flowerfield Township, Precinct 1",Kelly Ward,422,Total,,Probate Court
St. Joseph,"Leonidas Township, Precinct 1",Kelly Ward,175,Total,,Probate Court
St. Joseph,"Lockport Township, Precinct 1",Kelly Ward,801,Total,,Probate Court
St. Joseph,"Mendon Township, Precinct 1",Kelly Ward,507,Total,,Probate Court
St. Joseph,"Mottville Township, Precinct 1",Kelly Ward,299,Total,,Probate Court
St. Joseph,"Nottawa Township, Precinct 1",Kelly Ward,497,Total,,Probate Court
St. Joseph,"Park Township, Precinct 1",Kelly Ward,538,Total,,Probate Court
St. Joseph,"Sherman Township, Precinct 1",Kelly Ward,546,Total,,Probate Court
St. Joseph,"Sturgis Township, Precinct 1",Kelly Ward,341,Total,,Probate Court
St. Joseph,"White Pigeon Township, Precinct 1",Kelly Ward,758,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 1",Kelly Ward,511,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 2",Kelly Ward,245,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 3",Kelly Ward,241,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 4",Kelly Ward,330,Total,,Probate Court
St. Joseph,"City of Three Rivers, Precinct 1",Kelly Ward,689,Total,,Probate Court
St. Joseph,"City of Three Rivers, Precinct 2",Kelly Ward,705,Total,,Probate Court
St. Joseph,ALL,Write-in,284,Total,,Probate Court
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,5,Total,,Probate Court
St. Joseph,"Colon Township, Precinct 1",Write-in,13,Total,,Probate Court
St. Joseph,"Constantine Township, Precinct 1",Write-in,8,Total,,Probate Court
St. Joseph,"Constantine Township, Precinct 2",Write-in,7,Total,,Probate Court
St. Joseph,"Fabius Township, Precinct 1",Write-in,12,Total,,Probate Court
St. Joseph,"Fawn River Township, Precinct 1",Write-in,2,Total,,Probate Court
St. Joseph,"Florence Township, Precinct 1",Write-in,5,Total,,Probate Court
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,11,Total,,Probate Court
St. Joseph,"Leonidas Township, Precinct 1",Write-in,8,Total,,Probate Court
St. Joseph,"Lockport Township, Precinct 1",Write-in,20,Total,,Probate Court
St. Joseph,"Mendon Township, Precinct 1",Write-in,7,Total,,Probate Court
St. Joseph,"Mottville Township, Precinct 1",Write-in,11,Total,,Probate Court
St. Joseph,"Nottawa Township, Precinct 1",Write-in,7,Total,,Probate Court
St. Joseph,"Park Township, Precinct 1",Write-in,12,Total,,Probate Court
St. Joseph,"Sherman Township, Precinct 1",Write-in,14,Total,,Probate Court
St. Joseph,"Sturgis Township, Precinct 1",Write-in,10,Total,,Probate Court
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,14,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 1",Write-in,17,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 2",Write-in,16,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 3",Write-in,14,Total,,Probate Court
St. Joseph,"City of Sturgis, Precinct 4",Write-in,11,Total,,Probate Court
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,28,Total,,Probate Court
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,32,Total,,Probate Court
St. Joseph,ALL,Robert Pattison,18549,Total,,District Court
St. Joseph,"Burr Oak Township, Precinct 1",Robert Pattison,858,Total,,District Court
St. Joseph,"Colon Township, Precinct 1",Robert Pattison,1053,Total,,District Court
St. Joseph,"Constantine Township, Precinct 1",Robert Pattison,719,Total,,District Court
St. Joseph,"Constantine Township, Precinct 2",Robert Pattison,500,Total,,District Court
St. Joseph,"Fabius Township, Precinct 1",Robert Pattison,1262,Total,,District Court
St. Joseph,"Fawn River Township, Precinct 1",Robert Pattison,530,Total,,District Court
St. Joseph,"Florence Township, Precinct 1",Robert Pattison,415,Total,,District Court
St. Joseph,"Flowerfield Township, Precinct 1",Robert Pattison,600,Total,,District Court
St. Joseph,"Leonidas Township, Precinct 1",Robert Pattison,360,Total,,District Court
St. Joseph,"Lockport Township, Precinct 1",Robert Pattison,1321,Total,,District Court
St. Joseph,"Mendon Township, Precinct 1",Robert Pattison,958,Total,,District Court
St. Joseph,"Mottville Township, Precinct 1",Robert Pattison,440,Total,,District Court
St. Joseph,"Nottawa Township, Precinct 1",Robert Pattison,1209,Total,,District Court
St. Joseph,"Park Township, Precinct 1",Robert Pattison,866,Total,,District Court
St. Joseph,"Sherman Township, Precinct 1",Robert Pattison,1256,Total,,District Court
St. Joseph,"Sturgis Township, Precinct 1",Robert Pattison,608,Total,,District Court
St. Joseph,"White Pigeon Township, Precinct 1",Robert Pattison,1306,Total,,District Court
St. Joseph,"City of Sturgis, Precinct 1",Robert Pattison,869,Total,,District Court
St. Joseph,"City of Sturgis, Precinct 2",Robert Pattison,434,Total,,District Court
St. Joseph,"City of Sturgis, Precinct 3",Robert Pattison,412,Total,,District Court
St. Joseph,"City of Sturgis, Precinct 4",Robert Pattison,594,Total,,District Court
St. Joseph,"City of Three Rivers, Precinct 1",Robert Pattison,973,Total,,District Court
St. Joseph,"City of Three Rivers, Precinct 2",Robert Pattison,1006,Total,,District Court
St. Joseph,ALL,Write-in,482,Total,,District Court
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,15,Total,,District Court
St. Joseph,"Colon Township, Precinct 1",Write-in,20,Total,,District Court
St. Joseph,"Constantine Township, Precinct 1",Write-in,16,Total,,District Court
St. Joseph,"Constantine Township, Precinct 2",Write-in,16,Total,,District Court
St. Joseph,"Fabius Township, Precinct 1",Write-in,32,Total,,District Court
St. Joseph,"Fawn River Township, Precinct 1",Write-in,7,Total,,District Court
St. Joseph,"Florence Township, Precinct 1",Write-in,10,Total,,District Court
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,15,Total,,District Court
St. Joseph,"Leonidas Township, Precinct 1",Write-in,10,Total,,District Court
St. Joseph,"Lockport Township, Precinct 1",Write-in,40,Total,,District Court
St. Joseph,"Mendon Township, Precinct 1",Write-in,10,Total,,District Court
St. Joseph,"Mottville Township, Precinct 1",Write-in,15,Total,,District Court
St. Joseph,"Nottawa Township, Precinct 1",Write-in,13,Total,,District Court
St. Joseph,"Park Township, Precinct 1",Write-in,15,Total,,District Court
St. Joseph,"Sherman Township, Precinct 1",Write-in,18,Total,,District Court
St. Joseph,"Sturgis Township, Precinct 1",Write-in,13,Total,,District Court
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,29,Total,,District Court
St. Joseph,"City of Sturgis, Precinct 1",Write-in,22,Total,,District Court
St. Joseph,"City of Sturgis, Precinct 2",Write-in,21,Total,,District Court
St. Joseph,"City of Sturgis, Precinct 3",Write-in,23,Total,,District Court
St. Joseph,"City of Sturgis, Precinct 4",Write-in,23,Total,,District Court
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,38,Total,,District Court
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,61,Total,,District Court
St. Joseph,ALL,Kimberlee Bontrager,15450,Total,,Trustees for GOCC
St. Joseph,"Burr Oak Township, Precinct 1",Kimberlee Bontrager,752,Total,,Trustees for GOCC
St. Joseph,"Colon Township, Precinct 1",Kimberlee Bontrager,855,Total,,Trustees for GOCC
St. Joseph,"Constantine Township, Precinct 1",Kimberlee Bontrager,631,Total,,Trustees for GOCC
St. Joseph,"Constantine Township, Precinct 2",Kimberlee Bontrager,389,Total,,Trustees for GOCC
St. Joseph,"Fabius Township, Precinct 1",Kimberlee Bontrager,1101,Total,,Trustees for GOCC
St. Joseph,"Fawn River Township, Precinct 1",Kimberlee Bontrager,415,Total,,Trustees for GOCC
St. Joseph,"Florence Township, Precinct 1",Kimberlee Bontrager,372,Total,,Trustees for GOCC
St. Joseph,"Flowerfield Township, Precinct 1",Kimberlee Bontrager,429,Total,,Trustees for GOCC
St. Joseph,"Leonidas Township, Precinct 1",Kimberlee Bontrager,298,Total,,Trustees for GOCC
St. Joseph,"Lockport Township, Precinct 1",Kimberlee Bontrager,1128,Total,,Trustees for GOCC
St. Joseph,"Mendon Township, Precinct 1",Kimberlee Bontrager,723,Total,,Trustees for GOCC
St. Joseph,"Mottville Township, Precinct 1",Kimberlee Bontrager,368,Total,,Trustees for GOCC
St. Joseph,"Nottawa Township, Precinct 1",Kimberlee Bontrager,1085,Total,,Trustees for GOCC
St. Joseph,"Park Township, Precinct 1",Kimberlee Bontrager,638,Total,,Trustees for GOCC
St. Joseph,"Sherman Township, Precinct 1",Kimberlee Bontrager,1113,Total,,Trustees for GOCC
St. Joseph,"Sturgis Township, Precinct 1",Kimberlee Bontrager,496,Total,,Trustees for GOCC
St. Joseph,"White Pigeon Township, Precinct 1",Kimberlee Bontrager,1155,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 1",Kimberlee Bontrager,709,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 2",Kimberlee Bontrager,360,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 3",Kimberlee Bontrager,327,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 4",Kimberlee Bontrager,516,Total,,Trustees for GOCC
St. Joseph,"City of Three Rivers, Precinct 1",Kimberlee Bontrager,743,Total,,Trustees for GOCC
St. Joseph,"City of Three Rivers, Precinct 2",Kimberlee Bontrager,847,Total,,Trustees for GOCC
St. Joseph,ALL,Carol L. Higgins,14008,Total,,Trustees for GOCC
St. Joseph,"Burr Oak Township, Precinct 1",Carol L. Higgins,602,Total,,Trustees for GOCC
St. Joseph,"Colon Township, Precinct 1",Carol L. Higgins,832,Total,,Trustees for GOCC
St. Joseph,"Constantine Township, Precinct 1",Carol L. Higgins,543,Total,,Trustees for GOCC
St. Joseph,"Constantine Township, Precinct 2",Carol L. Higgins,379,Total,,Trustees for GOCC
St. Joseph,"Fabius Township, Precinct 1",Carol L. Higgins,1005,Total,,Trustees for GOCC
St. Joseph,"Fawn River Township, Precinct 1",Carol L. Higgins,378,Total,,Trustees for GOCC
St. Joseph,"Florence Township, Precinct 1",Carol L. Higgins,292,Total,,Trustees for GOCC
St. Joseph,"Flowerfield Township, Precinct 1",Carol L. Higgins,422,Total,,Trustees for GOCC
St. Joseph,"Leonidas Township, Precinct 1",Carol L. Higgins,266,Total,,Trustees for GOCC
St. Joseph,"Lockport Township, Precinct 1",Carol L. Higgins,1143,Total,,Trustees for GOCC
St. Joseph,"Mendon Township, Precinct 1",Carol L. Higgins,656,Total,,Trustees for GOCC
St. Joseph,"Mottville Township, Precinct 1",Carol L. Higgins,337,Total,,Trustees for GOCC
St. Joseph,"Nottawa Township, Precinct 1",Carol L. Higgins,940,Total,,Trustees for GOCC
St. Joseph,"Park Township, Precinct 1",Carol L. Higgins,628,Total,,Trustees for GOCC
St. Joseph,"Sherman Township, Precinct 1",Carol L. Higgins,916,Total,,Trustees for GOCC
St. Joseph,"Sturgis Township, Precinct 1",Carol L. Higgins,459,Total,,Trustees for GOCC
St. Joseph,"White Pigeon Township, Precinct 1",Carol L. Higgins,971,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 1",Carol L. Higgins,689,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 2",Carol L. Higgins,277,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 3",Carol L. Higgins,306,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 4",Carol L. Higgins,452,Total,,Trustees for GOCC
St. Joseph,"City of Three Rivers, Precinct 1",Carol L. Higgins,792,Total,,Trustees for GOCC
St. Joseph,"City of Three Rivers, Precinct 2",Carol L. Higgins,723,Total,,Trustees for GOCC
St. Joseph,ALL,Write-in,436,Total,,Trustees for GOCC
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,7,Total,,Trustees for GOCC
St. Joseph,"Colon Township, Precinct 1",Write-in,27,Total,,Trustees for GOCC
St. Joseph,"Constantine Township, Precinct 1",Write-in,13,Total,,Trustees for GOCC
St. Joseph,"Constantine Township, Precinct 2",Write-in,18,Total,,Trustees for GOCC
St. Joseph,"Fabius Township, Precinct 1",Write-in,34,Total,,Trustees for GOCC
St. Joseph,"Fawn River Township, Precinct 1",Write-in,7,Total,,Trustees for GOCC
St. Joseph,"Florence Township, Precinct 1",Write-in,15,Total,,Trustees for GOCC
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,10,Total,,Trustees for GOCC
St. Joseph,"Leonidas Township, Precinct 1",Write-in,12,Total,,Trustees for GOCC
St. Joseph,"Lockport Township, Precinct 1",Write-in,42,Total,,Trustees for GOCC
St. Joseph,"Mendon Township, Precinct 1",Write-in,10,Total,,Trustees for GOCC
St. Joseph,"Mottville Township, Precinct 1",Write-in,14,Total,,Trustees for GOCC
St. Joseph,"Nottawa Township, Precinct 1",Write-in,13,Total,,Trustees for GOCC
St. Joseph,"Park Township, Precinct 1",Write-in,22,Total,,Trustees for GOCC
St. Joseph,"Sherman Township, Precinct 1",Write-in,18,Total,,Trustees for GOCC
St. Joseph,"Sturgis Township, Precinct 1",Write-in,14,Total,,Trustees for GOCC
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,25,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 1",Write-in,23,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 2",Write-in,20,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 3",Write-in,17,Total,,Trustees for GOCC
St. Joseph,"City of Sturgis, Precinct 4",Write-in,16,Total,,Trustees for GOCC
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,23,Total,,Trustees for GOCC
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,36,Total,,Trustees for GOCC
St. Joseph,ALL,Write-in,2852,Total,,Trustee GOCC Partial
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,121,Total,,Trustee GOCC Partial
St. Joseph,"Colon Township, Precinct 1",Write-in,142,Total,,Trustee GOCC Partial
St. Joseph,"Constantine Township, Precinct 1",Write-in,102,Total,,Trustee GOCC Partial
St. Joseph,"Constantine Township, Precinct 2",Write-in,77,Total,,Trustee GOCC Partial
St. Joseph,"Fabius Township, Precinct 1",Write-in,202,Total,,Trustee GOCC Partial
St. Joseph,"Fawn River Township, Precinct 1",Write-in,81,Total,,Trustee GOCC Partial
St. Joseph,"Florence Township, Precinct 1",Write-in,66,Total,,Trustee GOCC Partial
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,79,Total,,Trustee GOCC Partial
St. Joseph,"Leonidas Township, Precinct 1",Write-in,57,Total,,Trustee GOCC Partial
St. Joseph,"Lockport Township, Precinct 1",Write-in,199,Total,,Trustee GOCC Partial
St. Joseph,"Mendon Township, Precinct 1",Write-in,117,Total,,Trustee GOCC Partial
St. Joseph,"Mottville Township, Precinct 1",Write-in,95,Total,,Trustee GOCC Partial
St. Joseph,"Nottawa Township, Precinct 1",Write-in,170,Total,,Trustee GOCC Partial
St. Joseph,"Park Township, Precinct 1",Write-in,131,Total,,Trustee GOCC Partial
St. Joseph,"Sherman Township, Precinct 1",Write-in,202,Total,,Trustee GOCC Partial
St. Joseph,"Sturgis Township, Precinct 1",Write-in,114,Total,,Trustee GOCC Partial
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,185,Total,,Trustee GOCC Partial
St. Joseph,"City of Sturgis, Precinct 1",Write-in,107,Total,,Trustee GOCC Partial
St. Joseph,"City of Sturgis, Precinct 2",Write-in,77,Total,,Trustee GOCC Partial
St. Joseph,"City of Sturgis, Precinct 3",Write-in,60,Total,,Trustee GOCC Partial
St. Joseph,"City of Sturgis, Precinct 4",Write-in,93,Total,,Trustee GOCC Partial
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,159,Total,,Trustee GOCC Partial
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,216,Total,,Trustee GOCC Partial
St. Joseph,ALL,Steven Claywell,3,Total,,Trustees Kellogg
St. Joseph,"Leonidas Township, Precinct 1",Steven Claywell,3,Total,,Trustees Kellogg
St. Joseph,ALL,Xenia McKay,3,Total,,Trustees Kellogg
St. Joseph,"Leonidas Township, Precinct 1",Xenia McKay,3,Total,,Trustees Kellogg
St. Joseph,ALL,Write-in,0,Total,,Trustees Kellogg
St. Joseph,"Leonidas Township, Precinct 1",Write-in,0,Total,,Trustees Kellogg
St. Joseph,ALL,Darin Aldrich,1,Total,,Trustee Kellogg Partial
St. Joseph,"Leonidas Township, Precinct 1",Darin Aldrich,1,Total,,Trustee Kellogg Partial
St. Joseph,ALL,"T. R. Shaw, Jr. ",0,Total,,Trustee Kellogg Partial
St. Joseph,"Leonidas Township, Precinct 1","T. R. Shaw, Jr. ",0,Total,,Trustee Kellogg Partial
St. Joseph,ALL,Write-in,0,Total,,Trustee Kellogg Partial
St. Joseph,"Leonidas Township, Precinct 1",Write-in,0,Total,,Trustee Kellogg Partial
St. Joseph,ALL,Dawn DeLuca,205,Total,,Trustees for KVCC
St. Joseph,"Leonidas Township, Precinct 1",Dawn DeLuca,8,Total,,Trustees for KVCC
St. Joseph,"Mendon Township, Precinct 1",Dawn DeLuca,115,Total,,Trustees for KVCC
St. Joseph,"Park Township, Precinct 1",Dawn DeLuca,82,Total,,Trustees for KVCC
St. Joseph,ALL,Sherry Thomas-Cloud,185,Total,,Trustees for KVCC
St. Joseph,"Leonidas Township, Precinct 1",Sherry Thomas-Cloud,5,Total,,Trustees for KVCC
St. Joseph,"Mendon Township, Precinct 1",Sherry Thomas-Cloud,119,Total,,Trustees for KVCC
St. Joseph,"Park Township, Precinct 1",Sherry Thomas-Cloud,61,Total,,Trustees for KVCC
St. Joseph,ALL,Write-in,11,Total,,Trustees for KVCC
St. Joseph,"Leonidas Township, Precinct 1",Write-in,0,Total,,Trustees for KVCC
St. Joseph,"Mendon Township, Precinct 1",Write-in,2,Total,,Trustees for KVCC
St. Joseph,"Park Township, Precinct 1",Write-in,9,Total,,Trustees for KVCC
St. Joseph,ALL,Paul Foust,111,Total,,Trustee for KVCC Partial
St. Joseph,"Leonidas Township, Precinct 1",Paul Foust,6,Total,,Trustee for KVCC Partial
St. Joseph,"Mendon Township, Precinct 1",Paul Foust,61,Total,,Trustee for KVCC Partial
St. Joseph,"Park Township, Precinct 1",Paul Foust,44,Total,,Trustee for KVCC Partial
St. Joseph,ALL,Kathy Purnell,125,Total,,Trustee for KVCC Partial
St. Joseph,"Leonidas Township, Precinct 1",Kathy Purnell,2,Total,,Trustee for KVCC Partial
St. Joseph,"Mendon Township, Precinct 1",Kathy Purnell,75,Total,,Trustee for KVCC Partial
St. Joseph,"Park Township, Precinct 1",Kathy Purnell,48,Total,,Trustee for KVCC Partial
St. Joseph,ALL,Write-in,5,Total,,Trustee for KVCC Partial
St. Joseph,"Leonidas Township, Precinct 1",Write-in,0,Total,,Trustee for KVCC Partial
St. Joseph,"Mendon Township, Precinct 1",Write-in,1,Total,,Trustee for KVCC Partial
St. Joseph,"Park Township, Precinct 1",Write-in,4,Total,,Trustee for KVCC Partial
St. Joseph,ALL,Aaron Miller,2536,Total,,Commissioner At-Large
St. Joseph,"City of Sturgis, Precinct 1",Aaron Miller,985,Total,,Commissioner At-Large
St. Joseph,"City of Sturgis, Precinct 2",Aaron Miller,440,Total,,Commissioner At-Large
St. Joseph,"City of Sturgis, Precinct 3",Aaron Miller,443,Total,,Commissioner At-Large
St. Joseph,"City of Sturgis, Precinct 4",Aaron Miller,668,Total,,Commissioner At-Large
St. Joseph,ALL,Write-in,77,Total,,Commissioner At-Large
St. Joseph,"City of Sturgis, Precinct 1",Write-in,18,Total,,Commissioner At-Large
St. Joseph,"City of Sturgis, Precinct 2",Write-in,24,Total,,Commissioner At-Large
St. Joseph,"City of Sturgis, Precinct 3",Write-in,15,Total,,Commissioner At-Large
St. Joseph,"City of Sturgis, Precinct 4",Write-in,20,Total,,Commissioner At-Large
St. Joseph,ALL,Rick Bir,587,Total,,Commissioner District 1
St. Joseph,"City of Sturgis, Precinct 1",Rick Bir,587,Total,,Commissioner District 1
St. Joseph,ALL,Steve Shevick,385,Total,,Commissioner District 1
St. Joseph,"City of Sturgis, Precinct 1",Steve Shevick,385,Total,,Commissioner District 1
St. Joseph,ALL,Write-in,25,Total,,Commissioner District 1
St. Joseph,"City of Sturgis, Precinct 1",Write-in,25,Total,,Commissioner District 1
St. Joseph,ALL,Write-in,117,Total,,Commissioner District 2
St. Joseph,"City of Sturgis, Precinct 2",Write-in,117,Total,,Commissioner District 2
St. Joseph,ALL,Marvin Smith,391,Total,,Commissioner District 3
St. Joseph,"City of Sturgis, Precinct 3",Marvin Smith,391,Total,,Commissioner District 3
St. Joseph,ALL,Write-in,21,Total,,Commissioner District 3
St. Joseph,"City of Sturgis, Precinct 3",Write-in,21,Total,,Commissioner District 3
St. Joseph,ALL,Cathi Abbs,631,Total,,Commissioner District 4
St. Joseph,"City of Sturgis, Precinct 4",Cathi Abbs,631,Total,,Commissioner District 4
St. Joseph,ALL,Write-in,20,Total,,Commissioner District 4
St. Joseph,"City of Sturgis, Precinct 4",Write-in,20,Total,,Commissioner District 4
St. Joseph,ALL,Daniel Boring,388,Total,,Commissioner District 2 Partial
St. Joseph,"City of Sturgis, Precinct 2",Daniel Boring,388,Total,,Commissioner District 2 Partial
St. Joseph,ALL,Write-in,33,Total,,Commissioner District 2 Partial
St. Joseph,"City of Sturgis, Precinct 2",Write-in,33,Total,,Commissioner District 2 Partial
St. Joseph,ALL,Lucas Allen,1716,Total,,Commissioner At-large
St. Joseph,"City of Three Rivers, Precinct 1",Lucas Allen,808,Total,,Commissioner At-large
St. Joseph,"City of Three Rivers, Precinct 2",Lucas Allen,908,Total,,Commissioner At-large
St. Joseph,ALL,Write-in,140,Total,,Commissioner At-large
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,72,Total,,Commissioner At-large
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,68,Total,,Commissioner At-large
St. Joseph,ALL,Steve Haigh,1807,Total,,Commissioner District 2
St. Joseph,"City of Three Rivers, Precinct 1",Steve Haigh,854,Total,,Commissioner District 2
St. Joseph,"City of Three Rivers, Precinct 2",Steve Haigh,953,Total,,Commissioner District 2
St. Joseph,ALL,Write-in,92,Total,,Commissioner District 2
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,48,Total,,Commissioner District 2
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,44,Total,,Commissioner District 2
St. Joseph,ALL,Carolyn McNary,1891,Total,,Commissioner District 4
St. Joseph,"City of Three Rivers, Precinct 1",Carolyn McNary,920,Total,,Commissioner District 4
St. Joseph,"City of Three Rivers, Precinct 2",Carolyn McNary,971,Total,,Commissioner District 4
St. Joseph,ALL,Write-in,76,Total,,Commissioner District 4
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,37,Total,,Commissioner District 4
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,39,Total,,Commissioner District 4
St. Joseph,ALL,Anne Good,699,Total,,Library Board Member
St. Joseph,"Burr Oak Township, Precinct 1",Anne Good,699,Total,,Library Board Member
St. Joseph,ALL,Donna J. Griffin,536,Total,,Library Board Member
St. Joseph,"Burr Oak Township, Precinct 1",Donna J. Griffin,536,Total,,Library Board Member
St. Joseph,ALL,Ethan Grubb,511,Total,,Library Board Member
St. Joseph,"Burr Oak Township, Precinct 1",Ethan Grubb,511,Total,,Library Board Member
St. Joseph,ALL,Ken Krayer,484,Total,,Library Board Member
St. Joseph,"Burr Oak Township, Precinct 1",Ken Krayer,484,Total,,Library Board Member
St. Joseph,ALL,Donna Thrasher,558,Total,,Library Board Member
St. Joseph,"Burr Oak Township, Precinct 1",Donna Thrasher,558,Total,,Library Board Member
St. Joseph,ALL,Write-in,14,Total,,Library Board Member
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,14,Total,,Library Board Member
St. Joseph,ALL,Kathleen Adams,1114,Total,,Library Board Member
St. Joseph,"Colon Township, Precinct 1",Kathleen Adams,1114,Total,,Library Board Member
St. Joseph,ALL,Write-in,137,Total,,Library Board Member
St. Joseph,"Colon Township, Precinct 1",Write-in,137,Total,,Library Board Member
St. Joseph,ALL,Lori Brouse,839,Total,,Library Board Member
St. Joseph,"Constantine Township, Precinct 1",Lori Brouse,537,Total,,Library Board Member
St. Joseph,"Constantine Township, Precinct 2",Lori Brouse,302,Total,,Library Board Member
St. Joseph,ALL,Lori E. Lumadue,824,Total,,Library Board Member
St. Joseph,"Constantine Township, Precinct 1",Lori E. Lumadue,473,Total,,Library Board Member
